step,best_cost,temperature
0,15.016513102134706,9999.499991667351
1,15.016513102134706,1.1143708996619544
2,15.016513102134706,2.708276763217281
3,15.016513102134706,1.860779694939352
4,15.016513102134706,1.1745393673818787
5,15.016513102134706,0.8738806232694805
6,15.016513102134706,0.6887375651553552
7,15.016513102134706,0.5719386034043497
8,15.016513102134706,0.4847955271257885
9,15.016513102134706,0.4112086519978802
10,15.016513102134706,0.38852671749199535
11,15.016513102134706,0.5851476402812614
12,15.016513102134706,0.5269262404739918
13,15.016513102134706,0.6525647414946316
14,15.016513102134706,0.5463636561149441
15,14.811028770091806,0.6531207245928361
16,14.811028770091806,0.7085839633220272
17,14.811028770091806,0.6030317252495614
18,14.811028770091806,0.5355873875571762
19,14.811028770091806,0.4788781347570045
20,14.811028770091806,0.4664055941722046
21,14.811028770091806,0.3910059697528918
22,14.811028770091806,0.4157765777001086
23,14.653837853684923,0.41176585733086457
24,14.653837853684923,0.43581333811756123
25,14.653837853684923,0.45244533754155447
26,14.653837853684923,0.4874791187240978
27,14.653837853684923,0.5078600200499835
28,14.653837853684923,0.504824021178935
29,14.653837853684923,0.49696743649531716
30,14.653837853684923,0.482203190278915
31,14.653837853684923,0.44779331451301574
32,13.769939544969011,0.49604800735190163
33,13.769939544969011,0.49011579975159686
34,13.769939544969011,0.49563706731201046
35,13.769939544969011,0.4422316692212902
36,13.769939544969011,0.42119973706099617
37,13.769939544969011,0.3997405706688627
38,13.769939544969011,0.39139848408252
39,13.769939544969011,0.3832211980652356
40,13.769939544969011,0.35475018953993953
41,13.769939544969011,0.3427089286886481
42,13.769939544969011,0.3399862810992626
43,13.769939544969011,0.3539921813368291
44,13.769939544969011,0.33688927616728603
45,13.769939544969011,0.32250055153569496
46,13.769939544969011,0.29855974419802955
47,13.769939544969011,0.2853601899829174
48,13.769939544969011,0.2724376550407513
49,13.769939544969011,0.2681504088921126
50,13.769939544969011,0.25904666980726476
51,13.769939544969011,0.2533174717834265
52,13.769939544969011,0.247218849734324
53,13.769939544969011,0.23796800043683877
54,13.769939544969011,0.23901147454169577
55,13.769939544969011,0.23699646711485764
56,13.769939544969011,0.23492918796163303
57,13.769939544969011,0.23217559729197354
58,13.769939544969011,0.225712678582868
59,13.769939544969011,0.21602095982238725
60,13.769939544969011,0.21124784888444406
61,13.769939544969011,0.21052038135506593
62,13.769939544969011,0.20600905530840605
63,13.769939544969011,0.20507691198899208
64,13.769939544969011,0.20371573794203932
65,13.769939544969011,0.20412715087463285
66,13.769939544969011,0.19592313995484079
67,13.769939544969011,0.19429514003350123
68,13.769939544969011,0.1874995777599846
69,13.769939544969011,0.18627047066303612
70,13.769939544969011,0.1821556740552498
71,13.769939544969011,0.1826569282770702
72,13.769939544969011,0.187602773176554
73,13.769939544969011,0.18858536012742771
74,13.769939544969011,0.18853363457258995
75,13.769939544969011,0.1883879627121703
76,13.769939544969011,0.1848079790865262
77,13.769939544969011,0.18443232924783515
78,13.769939544969011,0.17949810850236075
79,13.769939544969011,0.18199346972216748
80,13.769939544969011,0.18234065920292156
81,13.769939544969011,0.18258947229597083
82,13.769939544969011,0.17799696852080946
83,13.769939544969011,0.1816508717631317
84,13.769939544969011,0.17689513593683628
85,13.769939544969011,0.1740117672276275
86,13.769939544969011,0.17401314474110915
87,13.769939544969011,0.17117498797327302
88,13.769939544969011,0.16930217106335302
89,13.769939544969011,0.17263064085313054
90,13.769939544969011,0.1715499124053867
91,13.769939544969011,0.17264072385903184
92,13.769939544969011,0.16990951970632714
93,13.769939544969011,0.17190452716249766
94,13.769939544969011,0.1727420185837463
95,13.769939544969011,0.17229499468600676
96,13.769939544969011,0.17181839269908256
97,13.769939544969011,0.1724471959335815
98,13.769939544969011,0.17299768080328162
99,13.769939544969011,0.1750191927255266
100,13.769939544969011,0.17538931905509306
101,13.769939544969011,0.17673393593882153
102,13.769939544969011,17.695801718163395
103,13.769939544969011,18.270304007020545
104,13.769939544969011,17.886310387510573
105,13.769939544969011,17.513542701033494
106,13.769939544969011,17.249389434257765
107,13.769939544969011,16.586805888266973
108,13.769939544969011,16.346341358687972
109,13.769939544969011,15.757961463415072
110,13.769939544969011,15.467569625915614
111,13.769939544969011,15.209815475720152
112,13.769939544969011,14.763959751249205
113,13.769939544969011,14.485075779851007
114,13.769939544969011,13.96969855485747
115,13.769939544969011,13.662090822368675
116,13.769939544969011,13.199814695588756
117,13.769939544969011,12.818584215854157
118,13.769939544969011,12.706662184691664
119,13.769939544969011,12.646519729367197
120,13.769939544969011,12.290735792557262
121,13.769939544969011,11.911875933537257
122,13.769939544969011,11.702242502017647
123,13.769939544969011,11.451077088747455
124,13.769939544969011,11.283139272364716
125,13.769939544969011,11.07083215513029
