step,best_cost,temperature
0,5.099126409691063,999.4999166249727
1,5.099126409691063,0.22369689786009933
2,5.099126409691063,0.12348114382442366
3,5.099126409691063,0.07171192039197023
4,5.099126409691063,0.06031872339785938
5,5.099126409691063,0.04197125843667999
6,5.099126409691063,0.03173760012893567
7,5.099126409691063,0.0249986212991644
8,5.099126409691063,0.01904138965879947
9,5.099126409691063,0.01499509435630458
10,5.050146640918676,0.0136414936913521
11,5.050146640918676,0.011720381859273843
12,5.050146640918676,0.008205378527374673
13,5.050146640918676,0.006926618237394204
14,5.050146640918676,0.005809306912585568
15,5.050146640918676,0.006998789779254634
16,5.050146640918676,0.005864134321819448
17,4.9025489772727875,0.00608397372467775
18,4.9025489772727875,0.0060600960649415435
19,4.9025489772727875,0.007352355813200149
20,4.9025489772727875,0.0067124472476385874
21,4.9025489772727875,0.005914464008408825
22,4.9025489772727875,0.005253219585108459
23,4.899126093238422,0.004714735499451973
24,4.899126093238422,0.005254991539029607
25,4.899126093238422,0.0050987964963247635
26,4.899126093238422,0.005497668156400759
27,4.899126093238422,0.005775531802791508
28,4.864661444947067,0.005406737875632364
29,4.808529572265704,0.005184140593046947
30,4.766313500788045,0.004920399422787091
31,4.766313500788045,0.004515761312360521
32,4.766313500788045,0.004337111564440681
33,4.766313500788045,0.004434507009267864
34,4.67694137599735,0.0044132408585999235
35,4.67694137599735,0.0042041847513125665
36,4.639676876738538,0.004013855058820398
37,4.639676876738538,0.0037636084274787597
38,4.639676876738538,0.003974534135042017
39,4.639676876738538,0.004313917272127226
40,4.639676876738538,0.0046837192619784696
41,4.639676876738538,0.004915391985050388
42,4.639676876738538,0.004990361974228284
43,4.639676876738538,0.0052282525664739095
44,4.639676876738538,0.00495314157144152
45,4.639676876738538,0.00482850507866441
46,4.639676876738538,0.004764968618329786
47,4.639676876738538,0.004557405147912954
48,4.639676876738538,0.004440873430563011
49,4.639676876738538,0.00415423523640849
50,4.639676876738538,0.0041182020351628185
51,4.639676876738538,0.004127263000697893
52,4.639676876738538,0.0038733296741578264
53,4.639676876738538,0.0037604063405317413
54,4.639676876738538,0.0036255946472401996
55,4.639676876738538,0.0035001132825078283
56,4.639676876738538,0.00343287269662597
57,4.639676876738538,0.003314643523063191
58,4.639676876738538,0.0033135387157063366
59,4.639676876738538,0.0031225500258427073
60,4.639676876738538,0.0031403849711162976
61,4.445500366426579,0.003420847664001837
62,4.445500366426579,0.0033482519731379474
63,4.445500366426579,0.0033536103554368778
64,4.445500366426579,0.003418301418750308
65,4.445500366426579,0.003366687786751747
66,4.445500366426579,0.0033361782575494436
67,4.445500366426579,0.0032480667705971594
68,4.445500366426579,0.0030778782107107974
69,4.445500366426579,0.0030660560938981724
70,4.445500366426579,0.0029885316907222485
71,4.445500366426579,0.0030179547055591387
72,4.229800939688213,0.0032896001479821905
73,4.229800939688213,0.0033098527782910274
74,4.229800939688213,0.0031490885004883205
75,4.229800939688213,0.0031262049124314768
76,4.229800939688213,0.002979204681439401
77,4.151286394658411,0.0029761165144872124
78,4.151286394658411,0.002904609447166137
79,4.151286394658411,0.002878419847795346
80,4.151286394658411,0.002873992368448707
81,4.151286394658411,0.0027473648526083233
82,4.151286394658411,0.0026906636418364675
83,4.151286394658411,0.002735377573055104
84,4.151286394658411,0.0026187217647924603
85,4.151286394658411,0.002609089128974055
86,4.151286394658411,0.0026512599893057016
87,4.151286394658411,0.002625819200068766
88,4.151286394658411,0.0026050245628453533
89,4.151286394658411,0.002548539259054013
90,4.151286394658411,0.0025434300276213026
91,4.151286394658411,0.002570701441389078
92,4.151286394658411,0.002560908819879221
93,4.151286394658411,0.0025125799725020563
94,4.151286394658411,0.002466632116689522
95,4.151286394658411,0.00244643561576143
96,4.151286394658411,0.0024028909474457373
97,4.151286394658411,0.0023893908239333754
98,4.151286394658411,0.0023557537948313877
99,4.151286394658411,0.002347393973965413
100,4.151286394658411,0.0022537235873655325
101,4.151286394658411,0.0022367424530095655
102,4.151286394658411,0.002224042628821582
103,4.151286394658411,0.002230765018867366
104,4.151286394658411,0.002144533766037199
105,4.151286394658411,0.0021403672490735806
106,4.151286394658411,0.002059781993500984
107,4.151286394658411,0.0020297186027182657
108,4.151286394658411,0.001955233516379981
109,4.151286394658411,0.0019179637745898436
110,4.151286394658411,0.0019114733490900285
111,4.151286394658411,0.0019414522740558555
112,4.151286394658411,0.0019204710210250374
113,4.151286394658411,0.0019260919410190092
114,4.151286394658411,0.001891154230945584
115,4.151286394658411,0.0018574957307250315
116,4.151286394658411,0.0017918461934644794
117,4.151286394658411,0.0017299068179098419
118,4.151286394658411,0.001709982581711833
119,4.151286394658411,0.0017193556748327378
120,4.151286394658411,0.0017128913193368
121,4.151286394658411,0.0016883892111481807
122,4.151286394658411,0.0016768917480280417
123,4.151286394658411,0.001658297121070401
124,4.151286394658411,0.0016469214872704438
125,4.151286394658411,0.0015919570745898674
