step,best_cost,temperature
0,2.9038601147441954,999.4999166249727
1,2.9038601147441954,0.4639983209021642
2,2.7868895987257005,0.36870531583005983
3,2.7868895987257005,0.2616471668106424
4,2.7868895987257005,0.30869311545514866
5,2.77739733317953,0.17373725985543337
6,2.77739733317953,0.12849790939615782
7,2.77739733317953,0.13843173278066132
8,2.674080520336011,0.13202240425653702
9,2.674080520336011,0.09412930078824908
10,2.674080520336011,0.08154872238056389
11,2.4667418072395417,0.07872189221342388
12,2.4667418072395417,0.06358306678776544
13,2.4667418072395417,0.05248126147561592
14,2.4667418072395417,0.04542559613225988
15,2.4667418072395417,0.03832784673659427
16,2.4667418072395417,0.03279387956072237
17,2.4667418072395417,0.028390997582662423
18,2.4667418072395417,0.024827754971073212
19,2.4667418072395417,0.021901626706625297
20,2.4667418072395417,0.019468112628111378
21,2.4667418072395417,0.017421748516633757
22,2.4667418072395417,0.015684029355128092
23,2.4667418072395417,0.014195498791331211
24,2.4667418072395417,0.012797732104737803
25,2.4667418072395417,0.011657853131846177
26,2.4667418072395417,0.010664776753948167
27,2.4667418072395417,0.009794182733217706
28,2.4667418072395417,0.009026613553498448
29,2.4667418072395417,0.008346347024829
30,2.4667418072395417,0.7740563773026896
31,2.4667418072395417,0.7962701834316923
32,2.4667418072395417,0.8678225152081992
33,2.4667418072395417,0.8235242506062812
34,2.4667418072395417,0.7740901987835168
35,2.4667418072395417,0.7686769487471942
36,2.4667418072395417,0.7498984217007206
37,2.4667418072395417,0.7554300226968845
38,2.4667418072395417,0.6902543551740434
39,2.4667418072395417,0.7073855167717225
40,2.4667418072395417,0.7043091381785079
41,2.4667418072395417,0.7101366717114986
42,2.4667418072395417,0.6737071388548499
43,2.4667418072395417,0.6647794531689706
44,2.4667418072395417,0.6555485317098758
45,2.4667418072395417,0.6601618315777584
46,2.4667418072395417,0.6292512441460238
47,2.4667418072395417,0.6065584192138479
48,2.4667418072395417,0.5562292396710564
49,2.4667418072395417,0.5452919273962549
50,2.4667418072395417,0.5663504222051852
51,2.4667418072395417,0.589626981009895
52,2.4667418072395417,0.5779761979046328
53,2.4667418072395417,0.5541830096546995
54,2.4667418072395417,0.5318332421871437
55,2.4667418072395417,0.502498359068732
56,2.4667418072395417,0.4830246384665243
57,2.4667418072395417,0.44599435002380383
58,2.4667418072395417,0.42942007968588003
59,2.4667418072395417,0.4136989377855156
60,2.4667418072395417,0.4038896076825523
61,2.4667418072395417,0.3920925585370923
62,2.4667418072395417,0.3783498603005255
63,2.4667418072395417,0.37754627263474344
64,2.4667418072395417,0.39218014503572135
65,2.4667418072395417,0.3845908938839065
66,2.4667418072395417,0.372000120572231
67,2.4667418072395417,0.3723398336667561
68,2.4667418072395417,0.3804045102860429
69,2.4667418072395417,0.3684277565888811
70,2.4667418072395417,0.36547537393312324
71,2.4667418072395417,0.35591952266288546
72,2.4222973627950974,0.3486464235607319
73,2.4222973627950974,0.34742550089794577
74,2.4222973627950974,0.33290530932126156
75,2.4222973627950974,0.3302034358328358
76,2.4222973627950974,0.31615698468359066
77,2.4222973627950974,0.3122549712329202
78,2.4222973627950974,0.30394222766299656
79,2.4222973627950974,0.30371266964809823
80,2.4222973627950974,0.3009045609065412
81,2.4222973627950974,0.2990753396651555
82,2.4222973627950974,0.297671665497522
83,2.4222973627950974,0.2944143173239624
84,2.4222973627950974,0.30515836781823175
85,2.4222973627950974,0.29868165124204543
86,2.4222973627950974,0.30141756917938917
87,2.4222973627950974,0.2936965279984393
88,2.4222973627950974,0.28626950312267846
89,2.4222973627950974,0.27931564381004825
90,2.4222973627950974,0.2751320971422962
91,2.4222973627950974,0.2684315233479189
92,2.4222973627950974,0.26868229577714997
93,2.4222973627950974,0.2763523093883811
94,2.4222973627950974,0.27636595375301687
95,2.4222973627950974,0.27665958018424186
96,2.4222973627950974,0.2792152258884543
97,2.4222973627950974,0.27121995831144363
98,2.4222973627950974,0.26716283345270636
99,2.4222973627950974,0.2810707278787945
100,2.4222973627950974,0.27473774185823435
101,2.4222973627950974,0.27441466134778864
102,2.4222973627950974,0.2746393703612319
103,2.4222973627950974,0.2721978606156895
104,2.4222973627950974,0.26879647281241414
105,2.4222973627950974,0.2652754409283778
106,2.4222973627950974,0.25956829557016253
107,2.4222973627950974,0.250340394676394
108,2.333460422063087,0.25373517563191744
109,2.333460422063087,0.2478291994271771
110,2.333460422063087,0.24187410604190462
111,2.333460422063087,0.23690790818057916
112,2.277802930091135,0.23551421699324412
113,2.277802930091135,0.24354191476387116
114,2.277802930091135,0.24561671393587894
115,2.277802930091135,0.24750081804326166
116,2.277802930091135,0.2458147580243896
117,2.277802930091135,0.25124000327580015
118,2.277802930091135,0.2539094768883899
