step,best_cost,temperature
0,16.538995990619163,99.49916247342207
1,16.538995990619163,0.1365326670300103
2,16.538995990619163,0.08428633951506295
3,16.538995990619163,0.053207377801518276
4,16.538995990619163,0.041597377404726556
5,16.338955257958972,0.04128282877403353
6,16.338955257958972,0.045729379952409506
7,16.338955257958972,0.04970884287973743
8,16.338955257958972,0.047551823269601994
9,16.338955257958972,0.04450353669813745
10,16.215479887243152,0.02964086521940712
11,16.215479887243152,0.027308047089194615
12,16.215479887243152,0.02507343117176741
13,16.215479887243152,0.0233793441471101
14,16.215479887243152,0.02172608869639833
15,16.215479887243152,0.020242099617709872
16,16.215479887243152,0.02072410658240817
17,16.215479887243152,0.020080066413128306
18,16.215479887243152,0.019443745054197836
19,16.215479887243152,0.018387563067062747
20,16.215479887243152,0.017938585684947956
21,16.215479887243152,0.016878437634921615
22,16.215479887243152,0.016011878039334737
23,16.215479887243152,0.015229644572997468
24,16.215479887243152,0.014575661474756208
25,16.215479887243152,0.013906813655932894
26,15.156916883509945,0.01779728837001643
27,15.156916883509945,0.018517377485841285
28,15.156916883509945,0.018615207350989725
29,15.156916883509945,0.0190866499002214
30,15.156916883509945,0.019384728687367212
31,15.156916883509945,0.01950080276524393
32,15.156916883509945,0.019655329432405663
33,15.156916883509945,0.019752530643103807
34,15.156916883509945,0.019851744560987122
35,15.156916883509945,0.019994029342159745
36,15.156916883509945,0.019868468604197123
37,15.156916883509945,0.019725757375604763
38,15.156916883509945,0.019735439022888195
39,15.156916883509945,0.01964449245261194
40,15.156916883509945,0.019469855305269217
41,14.898437132267556,0.01682251329661092
42,14.898437132267556,0.016845102729899177
43,14.898437132267556,0.016870729752862964
44,14.898437132267556,0.016875248139539136
45,14.898437132267556,0.016762319473241947
46,14.898437132267556,0.01671504774393035
47,14.898437132267556,0.016632510054121447
48,14.898437132267556,0.016500319953720397
49,14.898437132267556,0.016382454087546426
50,14.898437132267556,0.016242843463552415
51,14.898437132267556,0.01609819911655394
52,14.898437132267556,0.01602971259058045
53,14.898437132267556,0.01587977199765704
54,14.680361503514838,0.014046499576944683
55,14.680361503514838,0.014010255555561006
56,14.680361503514838,0.013530726318326929
57,14.680361503514838,0.01341339713752691
58,14.680361503514838,0.013388271295575583
59,14.680361503514838,0.013313112007280494
60,14.680361503514838,0.01319089933323207
61,14.680361503514838,0.013111989004987773
62,14.680361503514838,0.013088346236886036
63,14.680361503514838,0.013003666459854988
64,14.680361503514838,0.012944722058588425
65,14.680361503514838,0.012562655289518228
66,14.680361503514838,0.0124889076567738
67,14.680361503514838,0.012432534342727567
68,14.680361503514838,0.012373812740888956
69,14.680361503514838,0.012289804139948271
70,14.680361503514838,0.01220534801934826
71,14.680361503514838,0.01214001938468503
72,14.680361503514838,0.011816495188678972
73,14.680361503514838,0.011742553381274085
74,14.680361503514838,0.011663359840945924
75,14.680361503514838,0.011594477537599438
76,14.680361503514838,0.011552596673014306
77,14.680361503514838,0.01147651293769793
78,14.680361503514838,0.011194243542555429
79,14.680361503514838,0.011094288322520596
80,14.680361503514838,0.011037298117699887
81,14.680361503514838,0.010776105891661164
82,14.680361503514838,0.010738869883926241
83,14.680361503514838,0.010668723441772979
84,14.680361503514838,0.010602461152232154
85,14.680361503514838,0.010547808987346481
86,14.680361503514838,0.0104858321492944
87,14.680361503514838,0.010435695361774022
88,14.680361503514838,0.010393854506823005
89,14.680361503514838,0.010336123577861452
90,14.680361503514838,0.010279831085240785
91,14.680361503514838,0.01021029474300574
92,14.680361503514838,0.010154152910933916
93,14.680361503514838,0.009944675659353468
94,14.680361503514838,0.009882484648245328
95,14.680361503514838,0.009828483646718204
96,14.680361503514838,0.00963217452809005
97,14.680361503514838,0.009577189206142936
98,14.680361503514838,0.009516378456056117
99,14.680361503514838,0.009440242638756752
100,14.680361503514838,0.009259342017313082
101,14.680361503514838,0.009205212142857577
102,14.680361503514838,0.915445607306528
